event,fighter1,fighter2,gender,weight_class,title_fight,winner,method_of_winning,number_of_rounds,round_won,time_won,fight_url
UFC 137: Penn vs Diaz,Scott Jorgensen,Jeff Curran,M,Bantamweight,NULL,Scott Jorgensen,Decision,3,3,5:00,http://ufcstats.com/fight-details/332432834ece3bc7
UFC 137: Penn vs Diaz,Hatsu Hioki,George Roop,M,Featherweight,NULL,Hatsu Hioki,Decision,3,3,5:00,http://ufcstats.com/fight-details/040f9c9b470f3e6b
UFC 137: Penn vs Diaz,Dennis Siver,Donald Cerrone,M,Lightweight,NULL,Donald Cerrone,Submission,3,1,2:22,http://ufcstats.com/fight-details/f141416b02a31f4e
UFC 137: Penn vs Diaz,Tyson Griffin,Bart Palaszewski,M,Featherweight,NULL,Bart Palaszewski,KO/TKO,3,1,2:45,http://ufcstats.com/fight-details/8aefe4de7a490de6
UFC 137: Penn vs Diaz,Brandon Vera,Eliot Marshall,M,Heavyweight,NULL,Brandon Vera,Decision,3,3,5:00,http://ufcstats.com/fight-details/3ce9fb5e3bdee7b0
UFC 137: Penn vs Diaz,Ramsey Nijem,Danny Downes,M,Lightweight,NULL,Ramsey Nijem,Decision,3,3,5:00,http://ufcstats.com/fight-details/baf123a5b5fc674c
UFC 137: Penn vs Diaz,Chris Camozzi,Francis Carmont,M,Middleweight,NULL,Francis Carmont,Decision,3,3,5:00,http://ufcstats.com/fight-details/f19a56ecc6c150e3
UFC 137: Penn vs Diaz,Dustin Jacoby,Clifford Starks,M,Middleweight,NULL,Clifford Starks,Decision,3,3,5:00,http://ufcstats.com/fight-details/1a28928b8d7b4c11
UFC 136: Edgar vs Maynard 3,Frankie Edgar,Gray Maynard,M,Lightweight,Title Fight,Frankie Edgar,KO/TKO,5,4,3:54,http://ufcstats.com/fight-details/8a660069ae42edc2
UFC 136: Edgar vs Maynard 3,Jose Aldo,Kenny Florian,M,Featherweight,Title Fight,Jose Aldo,Decision,5,5,5:00,http://ufcstats.com/fight-details/21d2958e13389511
UFC 136: Edgar vs Maynard 3,Chael Sonnen,Brian Stann,M,Middleweight,NULL,Chael Sonnen,Submission,3,2,3:51,http://ufcstats.com/fight-details/63ee688385bf7c69
UFC 136: Edgar vs Maynard 3,Leonard Garcia,Nam Phan,M,Featherweight,NULL,Nam Phan,Decision,3,3,5:00,http://ufcstats.com/fight-details/80538f958af30aa0
UFC 136: Edgar vs Maynard 3,Melvin Guillard,Joe Lauzon,M,Lightweight,NULL,Joe Lauzon,Submission,3,1,0:47,http://ufcstats.com/fight-details/a369d5ca5aef8b25
UFC 136: Edgar vs Maynard 3,Demian Maia,Jorge Santiago,M,Middleweight,NULL,Demian Maia,Decision,3,3,5:00,http://ufcstats.com/fight-details/5f4284409503d874
UFC 136: Edgar vs Maynard 3,Anthony Pettis,Jeremy Stephens,M,Lightweight,NULL,Anthony Pettis,Decision,3,3,5:00,http://ufcstats.com/fight-details/24d92c89c893db42
UFC 136: Edgar vs Maynard 3,Joey Beltran,Stipe Miocic,M,Heavyweight,NULL,Stipe Miocic,Decision,3,3,5:00,http://ufcstats.com/fight-details/9274af24eb96e4b1
UFC 136: Edgar vs Maynard 3,Zhang Tiequan,Darren Elkins,M,Featherweight,NULL,Darren Elkins,Decision,3,3,5:00,http://ufcstats.com/fight-details/a730a20ab0c61499
UFC 136: Edgar vs Maynard 3,Aaron Simpson,Eric Schafer,M,Middleweight,NULL,Aaron Simpson,Decision,3,3,5:00,http://ufcstats.com/fight-details/b16534d6bb279b2a
UFC 136: Edgar vs Maynard 3,Steve Cantwell,Mike Massenzio,M,Middleweight,NULL,Mike Massenzio,Decision,3,3,5:00,http://ufcstats.com/fight-details/14b450e4ff3c5b97
UFC Live: Cruz vs Johnson,Dominick Cruz,Demetrious Johnson,M,Bantamweight,Title Fight,Dominick Cruz,Decision,5,5,5:00,http://ufcstats.com/fight-details/e2433610f128d963
UFC Live: Cruz vs Johnson,Pat Barry,Stefan Struve,M,Heavyweight,NULL,Stefan Struve,Submission,3,2,3:22,http://ufcstats.com/fight-details/008d1123cc90f003
UFC Live: Cruz vs Johnson,Anthony Johnson,Charlie Brenneman,M,Welterweight,NULL,Anthony Johnson,KO/TKO,3,1,2:49,http://ufcstats.com/fight-details/f914dd2414f9a0ae
UFC Live: Cruz vs Johnson,Matt Wiman,Mac Danzig,M,Lightweight,NULL,Matt Wiman,Decision,3,3,5:00,http://ufcstats.com/fight-details/3542b1fd47163fcd
UFC Live: Cruz vs Johnson,Yves Edwards,Rafaello Oliveira,M,Lightweight,NULL,Yves Edwards,KO/TKO,3,2,2:44,http://ufcstats.com/fight-details/765a1fde5ee12784
UFC Live: Cruz vs Johnson,Michael Johnson,Paul Sass,M,Lightweight,NULL,Paul Sass,Submission,3,1,3:00,http://ufcstats.com/fight-details/6aa873e65d880322
UFC Live: Cruz vs Johnson,Mike Easton,Byron Bloodworth,M,Bantamweight,NULL,Mike Easton,KO/TKO,3,2,4:52,http://ufcstats.com/fight-details/d7f151f529543431
UFC Live: Cruz vs Johnson,Shane Roller,TJ Grant,M,Lightweight,NULL,TJ Grant,Submission,3,3,2:12,http://ufcstats.com/fight-details/cdedc8f026307dd7
UFC Live: Cruz vs Johnson,Josh Neer,Keith Wisniewski,M,Welterweight,NULL,Josh Neer,TKO - Doctor's Stoppage,3,2,5:00,http://ufcstats.com/fight-details/425e856cac6f521b
UFC Live: Cruz vs Johnson,Walel Watson,Joseph Sandoval,M,Bantamweight,NULL,Walel Watson,KO/TKO,3,1,1:17,http://ufcstats.com/fight-details/8bd1f8cb9aa06dcf
UFC 135: Jones vs Rampage,Jon Jones,Quinton Jackson,M,Heavyweight,Title Fight,Jon Jones,Submission,5,4,1:14,http://ufcstats.com/fight-details/181ce41897b37352
UFC 135: Jones vs Rampage,Matt Hughes,Josh Koscheck,M,Welterweight,NULL,Josh Koscheck,KO/TKO,3,1,4:59,http://ufcstats.com/fight-details/8133b11f2b7ad634
UFC 135: Jones vs Rampage,Ben Rothwell,Mark Hunt,M,Heavyweight,NULL,Mark Hunt,Decision,3,3,5:00,http://ufcstats.com/fight-details/cca58aece2816dd1
UFC 135: Jones vs Rampage,Travis Browne,Rob Broughton,M,Heavyweight,NULL,Travis Browne,Decision,3,3,5:00,http://ufcstats.com/fight-details/9cb967c62498ff02
UFC 135: Jones vs Rampage,Nate Diaz,Takanori Gomi,M,Lightweight,NULL,Nate Diaz,Submission,3,1,4:27,http://ufcstats.com/fight-details/fde66b153c65e25d
UFC 135: Jones vs Rampage,Tony Ferguson,Aaron Riley,M,Lightweight,NULL,Tony Ferguson,TKO - Doctor's Stoppage,3,1,5:00,http://ufcstats.com/fight-details/3f7c7917a57d2782
UFC 135: Jones vs Rampage,Nick Ring,Tim Boetsch,M,Middleweight,NULL,Tim Boetsch,Decision,3,3,5:00,http://ufcstats.com/fight-details/8af87933e6409e24
UFC 135: Jones vs Rampage,Junior Assuncao,Eddie Yagin,M,Featherweight,NULL,Junior Assuncao,Decision,3,3,5:00,http://ufcstats.com/fight-details/d7d7c9ce3d812eca
UFC 135: Jones vs Rampage,Takeya Mizugaki,Cole Escovedo,M,Bantamweight,NULL,Takeya Mizugaki,KO/TKO,3,2,4:30,http://ufcstats.com/fight-details/eb5b6287ba73640d
UFC 135: Jones vs Rampage,James Te Huna,Ricardo Romero,M,Heavyweight,NULL,James Te Huna,KO/TKO,3,1,0:47,http://ufcstats.com/fight-details/38591fb67eb2a6c3
UFC Fight Night: Shields vs Ellenberger,Jake Shields,Jake Ellenberger,M,Welterweight,NULL,Jake Ellenberger,KO/TKO,3,1,0:53,http://ufcstats.com/fight-details/1fa175b6a35e95e2
UFC Fight Night: Shields vs Ellenberger,Court McGee,Dongi Yang,M,Middleweight,NULL,Court McGee,Decision,3,3,5:00,http://ufcstats.com/fight-details/032a61c6f9439b1d
UFC Fight Night: Shields vs Ellenberger,Jonathan Brookins,Erik Koch,M,Featherweight,NULL,Erik Koch,Decision,3,3,5:00,http://ufcstats.com/fight-details/b4daedb1e0c4ee02
UFC Fight Night: Shields vs Ellenberger,Alan Belcher,Jason MacDonald,M,Middleweight,NULL,Alan Belcher,KO/TKO,3,1,3:48,http://ufcstats.com/fight-details/a7fca585b4fd4255
UFC Fight Night: Shields vs Ellenberger,Cody McKenzie,Vagner Rocha,M,Lightweight,NULL,Vagner Rocha,Submission,3,2,3:49,http://ufcstats.com/fight-details/5dc4552c9288441a
UFC Fight Night: Shields vs Ellenberger,Evan Dunham,Shamar Bailey,M,Lightweight,NULL,Evan Dunham,Decision,3,3,5:00,http://ufcstats.com/fight-details/fdc82a98c68588c4
UFC Fight Night: Shields vs Ellenberger,Matthew Riddle,Lance Benoist,M,Welterweight,NULL,Lance Benoist,Decision,3,3,5:00,http://ufcstats.com/fight-details/558b54d28a662cca
UFC Fight Night: Shields vs Ellenberger,Ken Stone,Donny Walker,M,Bantamweight,NULL,Ken Stone,Submission,3,1,2:40,http://ufcstats.com/fight-details/35cfe0b894b93332
UFC Fight Night: Shields vs Ellenberger,Clay Harvison,Seth Baczynski,M,Welterweight,NULL,Seth Baczynski,Submission,3,2,1:12,http://ufcstats.com/fight-details/be5cdd4872fbd0b7
UFC Fight Night: Shields vs Ellenberger,TJ Waldburger,Mike Stumpf,M,Welterweight,NULL,TJ Waldburger,Submission,3,1,3:52,http://ufcstats.com/fight-details/11141cf97c6156b6
UFC Fight Night: Shields vs Ellenberger,Robert Peralta,Mike Lullo,M,Featherweight,NULL,Robert Peralta,Decision,3,3,5:00,http://ufcstats.com/fight-details/0f5f1f5828ebd9c5
UFC Fight Night: Shields vs Ellenberger,Justin Edwards,Jorge Lopez,M,Welterweight,NULL,Justin Edwards,Decision,3,3,5:00,http://ufcstats.com/fight-details/1f70cf05ec46f065
UFC 134: Silva vs Okami,Anderson Silva,Yushin Okami,M,Middleweight,Title Fight,Anderson Silva,KO/TKO,5,2,2:04,http://ufcstats.com/fight-details/89cc8f4a69e9ea0e
UFC 134: Silva vs Okami,Mauricio Rua,Forrest Griffin,M,Heavyweight,NULL,Mauricio Rua,KO/TKO,3,1,1:53,http://ufcstats.com/fight-details/e7da014d4dfc5bf3
UFC 134: Silva vs Okami,Ross Pearson,Edson Barboza,M,Lightweight,NULL,Edson Barboza,Decision,3,3,5:00,http://ufcstats.com/fight-details/fa3294fe655440dd
UFC 134: Silva vs Okami,Antonio Rodrigo Nogueira,Brendan Schaub,M,Heavyweight,NULL,Antonio Rodrigo Nogueira,KO/TKO,3,1,3:09,http://ufcstats.com/fight-details/c8fbe7ade97e2055
UFC 134: Silva vs Okami,Luiz Cane,Stanislav Nedkov,M,Heavyweight,NULL,Stanislav Nedkov,KO/TKO,3,1,4:13,http://ufcstats.com/fight-details/8782dca7c99717a6
UFC 134: Silva vs Okami,Thiago Tavares,Spencer Fisher,M,Lightweight,NULL,Thiago Tavares,KO/TKO,3,2,2:51,http://ufcstats.com/fight-details/6265ffd51a18ff21
UFC 134: Silva vs Okami,Rousimar Palhares,Dan Miller,M,Middleweight,NULL,Rousimar Palhares,Decision,3,3,5:00,http://ufcstats.com/fight-details/15b62b191eb6dacf
UFC 134: Silva vs Okami,Paulo Thiago,David Mitchell,M,Welterweight,NULL,Paulo Thiago,Decision,3,3,5:00,http://ufcstats.com/fight-details/8938fad6ec08499d
UFC 134: Silva vs Okami,Raphael Assuncao,Johnny Eduardo,M,Bantamweight,NULL,Raphael Assuncao,Decision,3,3,5:00,http://ufcstats.com/fight-details/7b1d63d0e3e12804
UFC 134: Silva vs Okami,Erick Silva,Luis Ramos,M,Welterweight,NULL,Erick Silva,KO/TKO,3,1,0:40,http://ufcstats.com/fight-details/9d379b41d86d7c7f
UFC 134: Silva vs Okami,Iuri Alcantara,Felipe Arantes,M,Featherweight,NULL,Iuri Alcantara,Decision,3,3,5:00,http://ufcstats.com/fight-details/7036a87673c98a13
UFC 134: Silva vs Okami,Yves Jabouin,Ian Loveland,M,Bantamweight,NULL,Yves Jabouin,Decision,3,3,5:00,http://ufcstats.com/fight-details/1fb62d8192128dc1
UFC Live: Hardy vs Lytle,Dan Hardy,Chris Lytle,M,Welterweight,NULL,Chris Lytle,Submission,3,3,4:16,http://ufcstats.com/fight-details/aa4aa75f0065a687
UFC Live: Hardy vs Lytle,Jim Miller,Benson Henderson,M,Lightweight,NULL,Benson Henderson,Decision,3,3,5:00,http://ufcstats.com/fight-details/5169aaf0ce80d1f8
UFC Live: Hardy vs Lytle,Donald Cerrone,Charles Oliveira,M,Lightweight,NULL,Donald Cerrone,KO/TKO,3,1,3:01,http://ufcstats.com/fight-details/295c2e1ae2d54287
UFC Live: Hardy vs Lytle,Amir Sadollah,Duane Ludwig,M,Welterweight,NULL,Duane Ludwig,Decision,3,3,5:00,http://ufcstats.com/fight-details/09c1d4c96efd0545
UFC Live: Hardy vs Lytle,CB Dollaway,Jared Hamman,M,Middleweight,NULL,Jared Hamman,KO/TKO,3,2,3:38,http://ufcstats.com/fight-details/74773b56e0b31c6b
UFC Live: Hardy vs Lytle,Joseph Benavidez,Eddie Wineland,M,Bantamweight,NULL,Joseph Benavidez,Decision,3,3,5:00,http://ufcstats.com/fight-details/0fd5485e64712df9
UFC Live: Hardy vs Lytle,Ed Herman,Kyle Noke,M,Middleweight,NULL,Ed Herman,Submission,3,1,4:15,http://ufcstats.com/fight-details/23243c27deb4d596
UFC Live: Hardy vs Lytle,Ronny Markes,Karlos Vemola,M,Heavyweight,NULL,Ronny Markes,Decision,3,3,5:00,http://ufcstats.com/fight-details/a39286bf0a443ff0
UFC Live: Hardy vs Lytle,Jimy Hettes,Alex Caceres,M,Featherweight,NULL,Jimy Hettes,Submission,3,2,3:12,http://ufcstats.com/fight-details/345f0bd50451a321
UFC Live: Hardy vs Lytle,Cole Miller,TJ O'Brien,M,Lightweight,NULL,Cole Miller,Submission,3,2,2:38,http://ufcstats.com/fight-details/475c55534f9e08ee
UFC Live: Hardy vs Lytle,Jacob Volkmann,Danny Castillo,M,Lightweight,NULL,Jacob Volkmann,Decision,3,3,5:00,http://ufcstats.com/fight-details/03938272fb7c3971
UFC Live: Hardy vs Lytle,Edwin Figueroa,Jason Reinhardt,M,Bantamweight,NULL,Edwin Figueroa,KO/TKO,3,2,0:50,http://ufcstats.com/fight-details/096d656048f85b18
UFC 133: Evans vs Ortiz 2,Rashad Evans,Tito Ortiz,M,Heavyweight,NULL,Rashad Evans,KO/TKO,3,2,4:48,http://ufcstats.com/fight-details/68ac97071275099f
UFC 133: Evans vs Ortiz 2,Vitor Belfort,Yoshihiro Akiyama,M,Middleweight,NULL,Vitor Belfort,KO/TKO,3,1,1:52,http://ufcstats.com/fight-details/eb3093e235f048c8
UFC 133: Evans vs Ortiz 2,Dennis Hallman,Brian Ebersole,M,Welterweight,NULL,Brian Ebersole,KO/TKO,3,1,4:28,http://ufcstats.com/fight-details/27593cd1cda3cc2f
UFC 133: Evans vs Ortiz 2,Jorge Rivera,Constantinos Philippou,M,Middleweight,NULL,Constantinos Philippou,Decision,3,3,5:00,http://ufcstats.com/fight-details/04df2fbb108b23c1
UFC 133: Evans vs Ortiz 2,Rory MacDonald,Mike Pyle,M,Welterweight,NULL,Rory MacDonald,KO/TKO,3,1,3:54,http://ufcstats.com/fight-details/c299ca1bc07857d5
UFC 133: Evans vs Ortiz 2,Matt Hamill,Alexander Gustafsson,M,Heavyweight,NULL,Alexander Gustafsson,KO/TKO,3,2,3:34,http://ufcstats.com/fight-details/48ac0e2cf3681cca
UFC 133: Evans vs Ortiz 2,Chad Mendes,Rani Yahya,M,Featherweight,NULL,Chad Mendes,Decision,3,3,5:00,http://ufcstats.com/fight-details/e516a0e035fd57f7
UFC 133: Evans vs Ortiz 2,Ivan Menjivar,Nick Pace,M,Bantamweight,NULL,Ivan Menjivar,Decision,3,3,5:00,http://ufcstats.com/fight-details/de41ca23c9a13bfb
UFC 133: Evans vs Ortiz 2,Johny Hendricks,Mike Pierce,M,Welterweight,NULL,Johny Hendricks,Decision,3,3,5:00,http://ufcstats.com/fight-details/87cc38e9d565f819
UFC 133: Evans vs Ortiz 2,Mike Brown,Nam Phan,M,Featherweight,NULL,Mike Brown,Decision,3,3,5:00,http://ufcstats.com/fight-details/9468f58f8abf78df
UFC 133: Evans vs Ortiz 2,Rafael Natal,Paul Bradley,M,Middleweight,NULL,Rafael Natal,Decision,3,3,5:00,http://ufcstats.com/fight-details/ba2f30fb7143a6b1
UFC 132: Cruz vs Faber,Dominick Cruz,Urijah Faber,M,Bantamweight,Title Fight,Dominick Cruz,Decision,5,5,5:00,http://ufcstats.com/fight-details/8f4a445ccb548f15
UFC 132: Cruz vs Faber,Wanderlei Silva,Chris Leben,M,Middleweight,NULL,Chris Leben,KO/TKO,3,1,0:27,http://ufcstats.com/fight-details/50ebe7915d9f0cab
UFC 132: Cruz vs Faber,Dennis Siver,Matt Wiman,M,Lightweight,NULL,Dennis Siver,Decision,3,3,5:00,http://ufcstats.com/fight-details/be79dafe6c0b7671
UFC 132: Cruz vs Faber,Tito Ortiz,Ryan Bader,M,Heavyweight,NULL,Tito Ortiz,Submission,3,1,1:56,http://ufcstats.com/fight-details/34c6c06ba60a9ade
UFC 132: Cruz vs Faber,Carlos Condit,Dong Hyun Kim,M,Welterweight,NULL,Carlos Condit,KO/TKO,3,1,2:58,http://ufcstats.com/fight-details/d5d6ae85ebcfd160
UFC 132: Cruz vs Faber,Melvin Guillard,Shane Roller,M,Lightweight,NULL,Melvin Guillard,KO/TKO,3,1,2:12,http://ufcstats.com/fight-details/137d7dea41cacdc6
UFC 132: Cruz vs Faber,George Sotiropoulos,Rafael Dos Anjos,M,Lightweight,NULL,Rafael Dos Anjos,KO/TKO,3,1,0:59,http://ufcstats.com/fight-details/65171ae917df102f
UFC 132: Cruz vs Faber,Brian Bowles,Takeya Mizugaki,M,Bantamweight,NULL,Brian Bowles,Decision,3,3,5:00,http://ufcstats.com/fight-details/a0d1be5413e301dd
UFC 132: Cruz vs Faber,Brad Tavares,Aaron Simpson,M,Middleweight,NULL,Aaron Simpson,Decision,3,3,5:00,http://ufcstats.com/fight-details/ec20620c294a49a4
UFC 132: Cruz vs Faber,Anthony Njokuani,Andre Winner,M,Lightweight,NULL,Anthony Njokuani,Decision,3,3,5:00,http://ufcstats.com/fight-details/d8287db48ec356df
UFC 132: Cruz vs Faber,Jeff Hougland,Donny Walker,M,Bantamweight,NULL,Jeff Hougland,Decision,3,3,5:00,http://ufcstats.com/fight-details/29a1ed2c88c34fe0
UFC Live: Kongo vs Barry,Cheick Kongo,Pat Barry,M,Heavyweight,NULL,Cheick Kongo,KO/TKO,3,1,2:39,http://ufcstats.com/fight-details/4d6f492092d827cf
UFC Live: Kongo vs Barry,Charlie Brenneman,Rick Story,M,Welterweight,NULL,Charlie Brenneman,Decision,3,3,5:00,http://ufcstats.com/fight-details/0212461ac95ae690
UFC Live: Kongo vs Barry,Matt Brown,John Howard,M,Welterweight,NULL,Matt Brown,Decision,3,3,5:00,http://ufcstats.com/fight-details/5ad0a7ec5e99955b
UFC Live: Kongo vs Barry,Christian Morecraft,Matt Mitrione,M,Heavyweight,NULL,Matt Mitrione,KO/TKO,3,2,4:28,http://ufcstats.com/fight-details/41f186bffee2bb29
UFC Live: Kongo vs Barry,Tyson Griffin,Manvel Gamburyan,M,Featherweight,NULL,Tyson Griffin,Decision,3,3,5:00,http://ufcstats.com/fight-details/70ddd13934e6c0e9
UFC Live: Kongo vs Barry,Joe Stevenson,Javier Vazquez,M,Featherweight,NULL,Javier Vazquez,Decision,3,3,5:00,http://ufcstats.com/fight-details/4289bcb551b07bc1
UFC Live: Kongo vs Barry,Joe Lauzon,Curt Warburton,M,Lightweight,NULL,Joe Lauzon,Submission,3,1,1:58,http://ufcstats.com/fight-details/6b3038fe26a57b80
UFC Live: Kongo vs Barry,Daniel Roberts,Rich Attonito,M,Welterweight,NULL,Rich Attonito,Decision,3,3,5:00,http://ufcstats.com/fight-details/6cc8c21becd17ffa
UFC Live: Kongo vs Barry,Ricardo Lamas,Matt Grice,M,Featherweight,NULL,Ricardo Lamas,KO/TKO,3,1,4:41,http://ufcstats.com/fight-details/16da233dcf7fecc8
UFC Live: Kongo vs Barry,Michael Johnson,Edward Faaloloto,M,Lightweight,NULL,Michael Johnson,KO/TKO,3,1,4:42,http://ufcstats.com/fight-details/daa06084bcc66645
UFC 131: Dos Santos vs Carwin,Shane Carwin,Junior Dos Santos,M,Heavyweight,NULL,Junior Dos Santos,Decision,3,3,5:00,http://ufcstats.com/fight-details/60be440e54760b40
UFC 131: Dos Santos vs Carwin,Kenny Florian,Diego Nunes,M,Featherweight,NULL,Kenny Florian,Decision,3,3,5:00,http://ufcstats.com/fight-details/c1039954c3457fe7
UFC 131: Dos Santos vs Carwin,Mark Munoz,Demian Maia,M,Middleweight,NULL,Mark Munoz,Decision,3,3,5:00,http://ufcstats.com/fight-details/6dc666fd76a3b280
UFC 131: Dos Santos vs Carwin,Dave Herman,Jon Olav Einemo,M,Heavyweight,NULL,Dave Herman,KO/TKO,3,2,3:19,http://ufcstats.com/fight-details/65270a16c25b59ad
UFC 131: Dos Santos vs Carwin,Vagner Rocha,Donald Cerrone,M,Lightweight,NULL,Donald Cerrone,Decision,3,3,5:00,http://ufcstats.com/fight-details/9f69f6420f21080a
UFC 131: Dos Santos vs Carwin,Yves Edwards,Sam Stout,M,Lightweight,NULL,Sam Stout,KO/TKO,3,1,3:52,http://ufcstats.com/fight-details/44e24628e8eda0b1
UFC 131: Dos Santos vs Carwin,Jesse Bongfeldt,Chris Weidman,M,Middleweight,NULL,Chris Weidman,Submission,3,1,4:54,http://ufcstats.com/fight-details/65ac65daa51720e2
UFC 131: Dos Santos vs Carwin,Mike Massenzio,Krzysztof Soszynski,M,Heavyweight,NULL,Krzysztof Soszynski,Decision,3,3,5:00,http://ufcstats.com/fight-details/1878e37418f1dfcd
UFC 131: Dos Santos vs Carwin,Nick Ring,James Head,M,Middleweight,NULL,Nick Ring,Submission,3,3,3:33,http://ufcstats.com/fight-details/06db48a74d81a15e
UFC 131: Dos Santos vs Carwin,Dustin Poirier,Jason Young,M,Featherweight,NULL,Dustin Poirier,Decision,3,3,5:00,http://ufcstats.com/fight-details/b3a0fc0a945a31f7
UFC 131: Dos Santos vs Carwin,Joey Beltran,Aaron Rosa,M,Heavyweight,NULL,Joey Beltran,KO/TKO,3,3,1:26,http://ufcstats.com/fight-details/9a18479792f990f7
UFC 131: Dos Santos vs Carwin,Darren Elkins,Michihiro Omigawa,M,Featherweight,NULL,Darren Elkins,Decision,3,3,5:00,http://ufcstats.com/fight-details/29bf7862fb1c28d6
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,Ramsey Nijem,Tony Ferguson,M,Welterweight,Title Fight,Tony Ferguson,KO/TKO,3,1,3:54,http://ufcstats.com/fight-details/cd0bc692a7bce9e7
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,Clay Guida,Anthony Pettis,M,Lightweight,NULL,Clay Guida,Decision,3,3,5:00,http://ufcstats.com/fight-details/e9fc9dcc549c7f3b
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,Ed Herman,Tim Credeur,M,Middleweight,NULL,Ed Herman,KO/TKO,3,1,0:48,http://ufcstats.com/fight-details/a1f9a28339f5e1b2
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,Fabio Maldonado,Kyle Kingsbury,M,Heavyweight,NULL,Kyle Kingsbury,Decision,3,3,5:00,http://ufcstats.com/fight-details/35e23b1917b59132
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,Chuck O'Neil,Chris Cope,M,Welterweight,NULL,Chris Cope,Decision,3,3,5:00,http://ufcstats.com/fight-details/1b0887e7533b9b49
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,Danny Downes,Jeremy Stephens,M,Lightweight,NULL,Jeremy Stephens,Decision,3,3,5:00,http://ufcstats.com/fight-details/7240a9432bf2af67
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,Josh Grispi,George Roop,M,Featherweight,NULL,George Roop,KO/TKO,3,3,3:14,http://ufcstats.com/fight-details/2ebfb072b178649e
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,Ryan McGillivray,Shamar Bailey,M,Welterweight,NULL,Shamar Bailey,Decision,3,3,5:00,http://ufcstats.com/fight-details/ba0b95898baad200
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,Clay Harvison,Justin Edwards,M,Welterweight,NULL,Clay Harvison,Decision,3,3,5:00,http://ufcstats.com/fight-details/33005a28b1226d15
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,Scott Jorgensen,Ken Stone,M,Bantamweight,NULL,Scott Jorgensen,KO/TKO,3,1,4:01,http://ufcstats.com/fight-details/57622ac93e8d8900
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,Reuben Duran,Francisco Rivera,M,Bantamweight,NULL,Reuben Duran,Submission,3,3,1:57,http://ufcstats.com/fight-details/07df55cb3cc0ec30
UFC 130: Rampage vs Hamill,Quinton Jackson,Matt Hamill,M,Heavyweight,NULL,Quinton Jackson,Decision,3,3,5:00,http://ufcstats.com/fight-details/9cf91ae875d886df
UFC 130: Rampage vs Hamill,Frank Mir,Roy Nelson,M,Heavyweight,NULL,Frank Mir,Decision,3,3,5:00,http://ufcstats.com/fight-details/c553753c64379c39
UFC 130: Rampage vs Hamill,Stefan Struve,Travis Browne,M,Heavyweight,NULL,Travis Browne,KO/TKO,3,1,4:11,http://ufcstats.com/fight-details/727c8004faed648d
UFC 130: Rampage vs Hamill,Thiago Alves,Rick Story,M,Welterweight,NULL,Rick Story,Decision,3,3,5:00,http://ufcstats.com/fight-details/7956ae951020ce8c
UFC 130: Rampage vs Hamill,Brian Stann,Jorge Santiago,M,Middleweight,NULL,Brian Stann,KO/TKO,3,2,4:29,http://ufcstats.com/fight-details/6617170d3659b175
UFC 130: Rampage vs Hamill,Miguel Torres,Demetrious Johnson,M,Bantamweight,NULL,Demetrious Johnson,Decision,3,3,5:00,http://ufcstats.com/fight-details/b0cfaf01a155985b
UFC 130: Rampage vs Hamill,Kendall Grove,Tim Boetsch,M,Middleweight,NULL,Tim Boetsch,Decision,3,3,5:00,http://ufcstats.com/fight-details/3d1a835c15fd8cb2
UFC 130: Rampage vs Hamill,Gleison Tibau,Rafaello Oliveira,M,Lightweight,NULL,Gleison Tibau,Submission,3,2,3:28,http://ufcstats.com/fight-details/6299412d7bbfbce6
UFC 130: Rampage vs Hamill,Michael McDonald,Chris Cariaso,M,Bantamweight,NULL,Michael McDonald,Decision,3,3,5:00,http://ufcstats.com/fight-details/556952a9520d0ae0
UFC 130: Rampage vs Hamill,Cole Escovedo,Renan Barao,M,Bantamweight,NULL,Renan Barao,Decision,3,3,5:00,http://ufcstats.com/fight-details/4cc8bef7c487cf9d
UFC 129: St-Pierre vs Shields,Georges St-Pierre,Jake Shields,M,Welterweight,Title Fight,Georges St-Pierre,Decision,5,5,5:00,http://ufcstats.com/fight-details/9c3c0818f0c32768
UFC 129: St-Pierre vs Shields,Jose Aldo,Mark Hominick,M,Featherweight,Title Fight,Jose Aldo,Decision,5,5,5:00,http://ufcstats.com/fight-details/12b94f0229c30ead
UFC 129: St-Pierre vs Shields,Lyoto Machida,Randy Couture,M,Heavyweight,NULL,Lyoto Machida,KO/TKO,3,2,1:05,http://ufcstats.com/fight-details/f0e299c134cbac37
UFC 129: St-Pierre vs Shields,Vladimir Matyushenko,Jason Brilz,M,Heavyweight,NULL,Vladimir Matyushenko,KO/TKO,3,1,0:20,http://ufcstats.com/fight-details/520de85f6d492264
