fighter_name,height_cm,weight_pounds,reach_cm,stance,date_of_birth,f_wins,win_rate,f_losses,loss_rate,f_draws,draw_rate,f_dc_nc,dc_nc_rate,career_SLpM,career_StrAcc,career_SApM,career_StrDef,career_TD_Acc,career_TD_Def,career_Sub_Avg
Tom Blackledge,NA,205.0,NA,Orthodox,NA,10,59%,7,41%,0,0%,0.0,0%,2.91,61%,2.55,46%,0.0,NA,75%
Sherrard Blackledge,180.34,155.0,190.5,Orthodox,1993-08-16,5,83%,1,17%,0,0%,0.0,0%,3.7,49%,3.13,55%,4.0,33%,42%
Da'Mon Blackshear,177.8,135.0,182.88,Switch,1994-08-12,15,65%,7,30%,1,4%,0.0,0%,4.3,47%,4.06,49%,2.17,37%,68%
Chasen Blair,177.8,155.0,180.34,Orthodox,1998-10-14,6,67%,3,33%,0,0%,0.0,0%,5.27,39%,5.27,59%,0.0,NA,100%
Erin Blanchfield,162.56,125.0,167.64,Orthodox,1999-05-04,13,87%,2,13%,0,0%,0.0,0%,5.24,44%,4.21,59%,1.86,31%,80%
Maximo Blanco,172.72,145.0,180.34,Orthodox,1983-10-16,12,55%,8,36%,1,5%,1.0,5%,4.11,44%,3.19,66%,1.85,36%,63%
David Blanco,170.18,145.0,NA,NA,NA,2,100%,0,0%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Curtis Blaydes,193.04,265.0,203.2,Orthodox,1991-02-18,18,75%,5,21%,0,0%,1.0,4%,3.54,NA,1.91,58%,5.69,53%,31%
Tereza Bleda,175.26,125.0,180.34,Orthodox,2001-11-30,7,88%,1,12%,0,0%,0.0,0%,3.02,53%,1.86,46%,1.81,27%,83%
Arlene Blencowe,165.1,145.0,NA,NA,1983-04-11,9,60%,6,40%,0,0%,0.0,0%,2.31,43%,2.1,43%,0.0,NA,55%
Byron Bloodworth,172.72,135.0,NA,Orthodox,1983-08-16,6,67%,3,33%,0,0%,0.0,0%,1.82,28%,5.18,NA,0.0,NA,0%
Dashawn Boatwright,182.88,205.0,NA,Orthodox,1988-02-29,3,75%,1,25%,0,0%,0.0,0%,NA,NA,52.5,12%,0.0,NA,0%
Dan Bobish,187.96,345.0,NA,Southpaw,1970-01-26,17,65%,9,35%,0,0%,0.0,0%,2.06,44%,1.74,34%,2.44,42%,0%
Mark Bocek,172.72,155.0,190.5,Orthodox,1981-10-24,12,71%,5,29%,0,0%,0.0,0%,2.34,43%,2.32,NA,3.65,36%,31%
Kyle Bochniak,170.18,145.0,177.8,Orthodox,1987-02-05,8,62%,5,38%,0,0%,0.0,0%,2.63,31%,5.11,58%,1.14,15%,62%
James Bochnovic,193.04,205.0,205.74,Orthodox,1989-02-13,8,73%,3,27%,0,0%,0.0,0%,0.65,26%,3.64,21%,0.0,NA,0%
Jeremy Boczulak,NA,NA,NA,NA,NA,0,0%,2,100%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Tim Boetsch,182.88,185.0,187.96,Orthodox,1981-01-28,21,62%,13,38%,0,0%,0.0,0%,2.93,NA,2.9,57%,1.45,34%,59%
Galore Bofando,180.34,170.0,182.88,Switch,1982-05-22,5,62%,3,38%,0,0%,0.0,0%,3.63,45%,3.63,54%,2.37,NA,50%
Jay Bogan,NA,145.0,NA,NA,NA,6,50%,6,50%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Roman Bogatov,172.72,155.0,185.42,Orthodox,1990-12-15,10,91%,1,9%,0,0%,0.0,0%,3.33,42%,4.4,44%,1.0,9%,50%
Derek Bohi,193.04,260.0,NA,NA,NA,8,62%,5,38%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Jerry Bohlander,180.34,199.0,NA,Orthodox,1974-02-12,11,73%,4,27%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Mandy Bohm,170.18,125.0,180.34,Orthodox,1989-07-30,8,73%,2,18%,0,0%,1.0,9%,2.51,45%,3.24,NA,0.72,18%,75%
Kotetsu Boku,175.26,154.0,NA,Orthodox,1977-05-27,25,66%,11,29%,2,5%,0.0,0%,2.47,42%,2.8,53%,0.0,NA,0%
Gaston Bolanos,170.18,135.0,175.26,Orthodox,1992-09-14,8,67%,4,33%,0,0%,0.0,0%,3.74,NA,2.57,52%,0.78,NA,42%
Kyle Bolt,187.96,185.0,NA,NA,NA,8,67%,4,33%,0,0%,0.0,0%,7.27,52%,7.27,45%,0.0,NA,0%
Denys Bondar,167.64,125.0,175.26,Orthodox,1992-06-27,14,74%,5,26%,0,0%,0.0,0%,4.59,NA,5.16,56%,3.99,58%,62%
Luc Bondole,187.96,205.0,NA,NA,NA,5,56%,2,22%,2,22%,0.0,0%,3.35,51%,2.04,62%,0.0,NA,0%
Tony Bonello,187.96,185.0,NA,NA,NA,16,76%,3,14%,1,5%,1.0,5%,0.62,33%,12.62,NA,0.0,NA,0%
Gabriel Bonfim,185.42,170.0,182.88,Orthodox,1997-08-20,16,94%,1,6%,0,0%,0.0,0%,5.78,42%,4.38,62%,2.92,75%,73%
Ismael Bonfim,172.72,155.0,180.34,Orthodox,1995-12-28,20,83%,4,17%,0,0%,0.0,0%,5.8,54%,3.16,NA,1.07,33%,76%
Jesse Bongfeldt,182.88,185.0,NA,Orthodox,1980-08-28,16,73%,5,23%,1,5%,0.0,0%,2.91,62%,1.01,NA,1.51,33%,33%
Marcos Bonilla,177.8,145.0,NA,NA,NA,4,50%,4,50%,0,0%,0.0,0%,0.47,12%,0.47,94%,0.0,NA,0%
Stephan Bonnar,193.04,205.0,200.66,Orthodox,1977-04-04,15,62%,9,38%,0,0%,0.0,0%,2.76,38%,3.01,52%,1.32,NA,60%
Rogerio Bontorin,165.1,125.0,170.18,Orthodox,1992-04-25,16,73%,4,18%,0,0%,2.0,9%,2.63,52%,3.27,NA,2.9,NA,51%
Ray Borg,162.56,135.0,160.02,Orthodox,1993-08-04,13,72%,5,28%,0,0%,0.0,0%,1.52,52%,1.93,48%,3.89,NA,46%
Igor Borisov,182.88,235.0,NA,Orthodox,NA,1,50%,1,50%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Kevin Borjas,165.1,125.0,172.72,Orthodox,1997-12-06,9,75%,3,25%,0,0%,0.0,0%,4.92,NA,6.7,49%,0.0,NA,61%
Calen Born,172.72,170.0,182.88,Switch,1988-05-24,7,88%,1,12%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Caio Borralho,185.42,185.0,190.5,Southpaw,1993-01-16,17,89%,1,5%,0,0%,1.0,5%,3.61,NA,2.34,62%,1.56,NA,76%
Zachary Borrego,187.96,185.0,198.12,Switch,1996-07-18,3,75%,1,25%,0,0%,0.0,0%,NA,NA,1.94,33%,0.0,NA,0%
Viacheslav Borshchev,180.34,155.0,175.26,Orthodox,1992-01-08,8,62%,4,31%,1,8%,0.0,0%,5.4,53%,4.8,56%,0.0,NA,35%
Tanner Boser,187.96,205.0,190.5,Orthodox,1991-08-02,21,66%,10,31%,1,3%,0.0,0%,4.7,52%,2.75,58%,0.0,NA,63%
Steve Bosse,180.34,205.0,182.88,Orthodox,1981-07-29,12,86%,2,14%,0,0%,0.0,0%,5.99,52%,5.38,NA,0.92,33%,100%
Marcus Bossett,185.42,215.0,NA,Orthodox,NA,1,25%,3,75%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Chris Bostick,NA,NA,NA,NA,NA,6,67%,3,33%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Poliana Botelho,172.72,125.0,170.18,Orthodox,1988-12-15,8,62%,5,38%,0,0%,0.0,0%,2.9,58%,2.8,54%,0.85,57%,76%
Francois Botha,187.96,260.0,NA,Orthodox,1968-09-28,0,0%,1,100%,0,0%,0.0,0%,NA,NA,1.05,77%,0.0,NA,0%
Gregory Bouchelaghem,187.96,183.0,NA,Switch,NA,5,56%,4,44%,0,0%,0.0,0%,0.27,21%,1.53,36%,0.0,NA,50%
Roy Boughton,182.88,205.0,NA,NA,NA,14,64%,8,36%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Rich Bouphanouvong,170.18,170.0,NA,NA,NA,1,20%,4,80%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Mike Bourke,182.88,275.0,NA,Orthodox,NA,10,36%,16,57%,1,4%,1.0,4%,NA,NA,NA,NA,0.0,NA,0%
Jess Bouscal,NA,155.0,NA,NA,NA,3,60%,2,40%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Tai Bowden,180.34,230.0,NA,NA,NA,1,50%,1,50%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Melton Bowen,182.88,225.0,NA,Orthodox,1969-07-16,0,0%,1,100%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Kyron Bowen,190.5,185.0,185.42,Orthodox,1993-12-22,9,64%,5,36%,0,0%,0.0,0%,2.73,57%,2.05,NA,0.0,NA,0%
Brian Bowles,170.18,135.0,177.8,Orthodox,1980-06-22,10,77%,3,23%,0,0%,0.0,0%,2.36,26%,2.98,64%,1.39,NA,54%
Roger Bowling,175.26,155.0,172.72,Orthodox,1982-12-05,12,63%,6,32%,0,0%,1.0,5%,3.9,47%,3.86,51%,3.09,43%,27%
Blake Bowman,187.96,170.0,NA,NA,NA,2,25%,6,75%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Ashe Bowman,175.26,155.0,NA,NA,1976-11-17,9,45%,11,55%,0,0%,0.0,0%,2.43,42%,4.86,57%,0.0,NA,0%
Anvar Boynazarov,175.26,145.0,NA,Orthodox,1989-01-10,3,75%,1,25%,0,0%,0.0,0%,NA,NA,7.83,29%,0.0,NA,0%
Colley  Bradford,170.18,145.0,NA,NA,NA,0,0%,1,100%,0,0%,0.0,0%,0.43,25%,1.73,NA,19.42,NA,100%
Kyle Bradley,175.26,155.0,180.34,Orthodox,1982-08-19,19,59%,12,38%,0,0%,1.0,3%,1.99,NA,3.45,58%,0.65,NA,40%
Paul Bradley,175.26,170.0,NA,Orthodox,1983-06-13,23,70%,8,24%,0,0%,2.0,6%,2.26,32%,4.13,56%,1.12,16%,100%
Sean Brady,177.8,170.0,182.88,Orthodox,1992-11-23,17,94%,1,6%,0,0%,0.0,0%,4.09,55%,3.18,NA,3.49,52%,85%
Ebenezer Fontes Braga,182.88,199.0,NA,Orthodox,1969-04-14,13,59%,7,32%,2,9%,0.0,0%,2.42,NA,0.42,71%,0.0,NA,90%
Ramiz Brahimaj,177.8,170.0,182.88,Orthodox,1992-11-17,11,69%,5,31%,0,0%,0.0,0%,2.26,44%,4.04,43%,1.51,35%,44%
Adam Bramhald,177.8,135.0,177.8,Orthodox,1994-03-24,13,81%,3,19%,0,0%,0.0,0%,7.65,45%,8.05,33%,0.0,NA,100%
Joe Brammer,172.72,155.0,NA,Orthodox,1983-08-23,7,64%,3,27%,1,9%,0.0,0%,2.15,31%,2.8,56%,0.81,NA,50%
David Branch,185.42,185.0,198.12,Orthodox,1981-09-26,22,79%,6,21%,0,0%,0.0,0%,1.66,39%,1.91,56%,2.55,32%,43%
Billy Brand,167.64,135.0,165.1,Orthodox,1996-07-03,5,71%,2,29%,0,0%,0.0,0%,2.86,25%,8.57,NA,0.0,NA,75%
Diego Brandao,170.18,145.0,162.56,Orthodox,1987-05-27,22,67%,11,33%,0,0%,0.0,0%,2.94,47%,3.38,62%,3.21,68%,80%
Bruna Brasil,167.64,115.0,165.1,Orthodox,1993-09-07,10,67%,4,27%,1,7%,0.0,0%,2.94,61%,3.49,NA,1.93,72%,59%
Michael Bravo,NA,155.0,NA,NA,NA,7,64%,4,36%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Martin Bravo,172.72,145.0,180.34,Southpaw,1993-09-21,11,79%,3,21%,0,0%,0.0,0%,7.66,39%,5.72,51%,2.6,35%,85%
Roman Bravo-Young,NA,205.0,NA,NA,NA,0,0%,1,100%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Mike Breeden,177.8,155.0,177.8,Orthodox,1989-04-21,11,65%,6,35%,0,0%,0.0,0%,5.75,45%,7.28,42%,0.98,NA,67%
